,taxon_link,taxon_oid,added,accessed,retrieved,filename,download_link,download_date,error,warning,warning_msg,error_msg
2654,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300017985,3300017985,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2655,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005235,3300005235,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2656,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006767,3300006767,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2657,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300011178,3300011178,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2658,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003352,3300003352,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2659,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005471,3300005471,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2660,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2010170002,2010170002,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2661,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012671,3300012671,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2662,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001593,3300001593,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2663,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007521,3300007521,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2664,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009172,3300009172,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2665,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012111,3300012111,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2666,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005516,3300005516,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2667,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005139,3300005139,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2668,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004105,3300004105,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2669,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005602,3300005602,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2670,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005921,3300005921,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2671,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005283,3300005283,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2672,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012186,3300012186,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2673,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300015275,3300015275,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2674,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012149,3300012149,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2675,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010343,3300010343,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2676,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2228664000,2228664000,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2677,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001106,3300001106,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2678,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003429,3300003429,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2679,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002911,3300002911,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2680,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000597,3300000597,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2681,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003783,3300003783,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2682,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000111,3300000111,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2683,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004160,3300004160,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2684,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001469,3300001469,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2685,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002178,3300002178,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2686,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001475,3300001475,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2687,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009077,3300009077,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2688,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012189,3300012189,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2689,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300020192,3300020192,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2690,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2046860005,2046860005,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2691,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002909,3300002909,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2692,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012508,3300012508,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2693,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000898,3300000898,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2694,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005294,3300005294,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2695,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001714,3300001714,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2696,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000168,3300000168,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2697,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300014499,3300014499,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2698,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000133,3300000133,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2699,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002149,3300002149,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2700,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009706,3300009706,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2701,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009642,3300009642,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2702,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009057,3300009057,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2703,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007725,3300007725,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2704,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006793,3300006793,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2705,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002556,3300002556,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2706,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000172,3300000172,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2707,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001787,3300001787,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2708,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012816,3300012816,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2709,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012918,3300012918,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2710,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003359,3300003359,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2711,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004225,3300004225,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2712,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300017957,3300017957,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2713,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000322,3300000322,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2714,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300019875,3300019875,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2715,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005167,3300005167,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2716,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300011418,3300011418,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2717,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001643,3300001643,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2718,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001453,3300001453,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2719,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012682,3300012682,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2720,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012833,3300012833,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2721,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2162886012,2162886012,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2722,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001636,3300001636,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2723,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2100351008,2100351008,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2724,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006800,3300006800,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2725,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001805,3300001805,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2726,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2067725004,2067725004,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2727,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007982,3300007982,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2728,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001991,3300001991,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2729,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003765,3300003765,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2730,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002738,3300002738,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2731,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300021353,3300021353,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2732,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300008961,3300008961,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2733,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012036,3300012036,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2734,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001071,3300001071,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2735,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300020207,3300020207,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2736,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012924,3300012924,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2737,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000249,3300000249,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2738,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005988,3300005988,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2739,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300013096,3300013096,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2740,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005370,3300005370,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2741,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006949,3300006949,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2742,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000129,3300000129,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2743,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001253,3300001253,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2744,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002370,3300002370,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2745,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005354,3300005354,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2746,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005524,3300005524,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2747,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009184,3300009184,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2748,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002724,3300002724,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2749,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300014203,3300014203,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2750,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009026,3300009026,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2751,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300017789,3300017789,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2752,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001427,3300001427,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2753,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004242,3300004242,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2754,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003593,3300003593,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2755,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004151,3300004151,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2756,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000420,3300000420,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2757,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002347,3300002347,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2758,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003853,3300003853,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2759,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001042,3300001042,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2760,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000918,3300000918,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2761,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300017395,3300017395,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2762,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007539,3300007539,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2763,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003541,3300003541,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2764,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300020214,3300020214,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2765,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012801,3300012801,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2766,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004256,3300004256,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2767,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012350,3300012350,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2768,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009049,3300009049,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2769,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000871,3300000871,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2770,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002903,3300002903,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2771,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009785,3300009785,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2772,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006929,3300006929,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2773,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009817,3300009817,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2774,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300020579,3300020579,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2775,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006009,3300006009,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2776,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012155,3300012155,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2777,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001163,3300001163,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2778,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009984,3300009984,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2779,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007344,3300007344,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2780,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006857,3300006857,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2781,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300010863,3300010863,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2782,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300017560,3300017560,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2783,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300019744,3300019744,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2784,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000834,3300000834,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2785,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000634,3300000634,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2786,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300003325,3300003325,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2787,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004807,3300004807,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2788,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300021313,3300021313,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2789,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009760,3300009760,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2790,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000033,3300000033,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2791,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300011399,3300011399,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2792,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000655,3300000655,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2793,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2004247002,2004247002,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2794,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009060,3300009060,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2795,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002886,3300002886,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2796,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300014154,3300014154,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2797,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002052,3300002052,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2798,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001733,3300001733,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2799,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006990,3300006990,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2800,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012805,3300012805,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2801,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002353,3300002353,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2802,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001142,3300001142,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2803,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001403,3300001403,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2804,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300019712,3300019712,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2805,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001414,3300001414,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2806,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002953,3300002953,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2807,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007616,3300007616,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2808,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001619,3300001619,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2809,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004173,3300004173,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2810,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012081,3300012081,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2811,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005288,3300005288,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2812,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001490,3300001490,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2813,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005874,3300005874,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2814,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002374,3300002374,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2815,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300015269,3300015269,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2816,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006805,3300006805,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2817,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300019710,3300019710,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2818,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001797,3300001797,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2819,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000154,3300000154,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2820,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300004087,3300004087,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2821,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300006004,3300006004,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2822,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001352,3300001352,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2823,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001133,3300001133,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2824,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000954,3300000954,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2825,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002113,3300002113,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2826,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300020179,3300020179,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2827,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2022920010,2022920010,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2828,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300007076,3300007076,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2829,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009696,3300009696,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2830,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300002792,3300002792,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2831,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012091,3300012091,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2832,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300001741,3300001741,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2833,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005853,3300005853,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2834,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300012882,3300012882,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2835,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300017657,3300017657,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2836,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300015278,3300015278,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2837,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009685,3300009685,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2838,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000580,3300000580,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2839,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300005884,3300005884,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2840,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300000186,3300000186,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
2841,main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=3300009085,3300009085,2017-11-25 21:14:04.679564,0,0,,,,0,0,,
