taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Genome Size   * assembled	Gene Count   * assembled
2728369585	Bacteria	Permanent Draft	Sphaerospermopsis aphanizomenoides Genome sequencing and assembly	Sphaerospermopsis aphanizomenoides BCCUSP55	University of Sao Paulo	2728369585	4301960	4421
2751185558	Bacteria	Finished	Ndongobacter massiliensis genome	Ndongobacter massiliensis Marseille-P3170	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2751185558	1864878	1761
2597489878	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Clostridium orbiscindens 1_3_50AFAA	Broad Institute	2597489878	4323157	4375
2751185564	Bacteria	Finished	Anaerobic digester sludge microbial communities from Brisbane, Australia	Lentisphaerales bacterium Lenti_01	The University of Queensland	2751185564	2169895	2300
650377941	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Faecalibacterium prausnitzii L2-6	Wellcome Trust Sanger Institute	650377941	3321367	2820
2648501785	Bacteria	Permanent Draft	Sellimonas intestinalis BR72	Sellimonas intestinalis BR72	Seoul National University	2648501785	3185562	3107
2014613004	Bacteria	Draft	CSP_777133	Candidatus Endomicrobia bacterium trichonymphae	U.S. Department of Energy (DOE)	2014613004	3375854	4350
650377958	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Megamonas hypermegale ART12/1	Wellcome Trust Sanger Institute	650377958	2209938	2173
2513237269	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Peptoanaerobacter stomatis ACC19a	Broad Institute	2513237269	2541543	2331
2595698240	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Allisonella histaminiformans DSM 15230	DOE Joint Genome Institute (JGI)	2595698240	1700551	1602
642555127	Bacteria	Finished	CSP_777133	Elusimicrobium minutum Pei191	DOE Joint Genome Institute (JGI)	642555127	1643562	1596
2754412937	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Psychrobacillus insolitus DSM 5	DOE Joint Genome Institute (JGI)	2754412937	3288307	3400
637000310	Bacteria	Finished	Synechococcus	Synechococcus sp. CC9605	DOE Joint Genome Institute (JGI)	637000310	2510659	2760
2684623072	Bacteria	Finished	Comammox genome sequencing project	Candidatus Nitrospira inopinata ENR4	Department of Microbiology and Ecosystem Science, University of Vienna	2684623072	3295117	3202
2667527408	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Acetanaerobacterium elongatum CGMCC 1.5012	DOE Joint Genome Institute (JGI)	2667527408	2916215	2842
2524614854	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Psychrilyobacter atlanticus DSM 19335	DOE Joint Genome Institute (JGI)	2524614854	3539325	3414
2651870361	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Acetitomaculum ruminis DSM 5522	DOE Joint Genome Institute (JGI)	2651870361	3082721	2710
2509601031	Bacteria	Permanent Draft	GEBA-PCC	Leptolyngbya boryana PCC 6306	DOE Joint Genome Institute (JGI)	2509601031	7262454	6910
643692024	Bacteria	Finished	Gemmatimonas aurantiaca T-27T	Gemmatimonas aurantiaca T-27T	National Institute of Technology and Evaluation	643692024	4636964	3987
2671180531	Bacteria	Finished	Planctomycetales Genome sequencing and assembly	Gemmata sp. SH-PL17	Netherlands Institute of Ecology	2671180531	9045424	7815
2675903005	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Tenuibacillus multivorans CGMCC 1.3442	DOE Joint Genome Institute (JGI)	2675903005	2950395	3182
2561511085	Bacteria	Finished	Paenibacillus alvei DSM 29	Paenibacillus alvei DSM 29 (PAV)	Goettingen Genomics Laboratory	2561511085	6933461	6711
2671180245	Bacteria	Permanent Draft	Genome sequencing of the human gut microbiota	Ruminococcaceae bacterium AM2	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2671180245	3828233	3638
2639762831	Bacteria	Permanent Draft	Soleaferrea massiliensis genome sequence	Ruminococcaceae bacterium AP7	European Bioinformatics Institute	2639762831	3098593	2472
2600255096	Bacteria	Permanent Draft	Culturomics: study of the human digestive flora	Nosocomiicoccus massiliensis NP2	European Bioinformatics Institute	2600255096	1509734	1684
2527291522	Bacteria	Permanent Draft	GEBA-MDM	Cloacimonetes bacterium JGI 0000014-D06 (contamination screened) (Combined_Assembly_WWE1_3__WWE1)	DOE Joint Genome Institute (JGI)	2527291522	1095584	1046
2524614880	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Faecalicoccus pleomorphus DSM 20574	DOE Joint Genome Institute (JGI)	2524614880	1992636	2065
2687453276	Bacteria	Finished	Complete genome sequence of Limnochorda pilosa strain HC45	Limnochorda pilosa HC45	The Institute of Low Temperature Science	2687453276	3817036	3563
2751185579	Bacteria	Finished	Anaerobic digester sludge microbial communities from Brisbane, Australia	Fibrobacterales bacterium Fibro_01	The University of Queensland	2751185579	2829483	2410
2744054429	Bacteria	Permanent Draft	Genome sequencing of Fibrobacteres obtained from termite gut, anaerobic digester, and sheep gut rumen metagenome	Fibrobacteria bacterium AD111 AD_111	University of Queensland	2744054429	3590825	3064
2593339272	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Peptostreptococcus anaerobius C	DOE Joint Genome Institute (JGI)	2593339272	2116810	2089
2627853604	Bacteria	Permanent Draft	Cyanobacteria from the cryosphere	Phormidesmis sp. BC1401	University of Bristol	2627853604	5551896	5612
2651869645	Bacteria	Permanent Draft	Chroococcales cyanobacterium CENA595 genome sequencing	Chroococcales cyanobacterium CENA595	UNESP-FCAV	2651869645	5263957	5048
2503538021	Bacteria	Finished	GEBA-PCC	Chroococcidiopsis thermalis PCC 7203	DOE Joint Genome Institute (JGI)	2503538021	6689401	6033
2675903659	Bacteria	Finished	Staphylococcus agnetis Genome sequencing	Staphylococcus agnetis 908	University of Arkansas	2675903659	2503399	2522
2503982047	Bacteria	Finished	GEBA-PCC	Anabaena cylindrica PCC 7122	DOE Joint Genome Institute (JGI)	2503982047	7063285	6258
2522125119	Bacteria	Permanent Draft	Cylindrospermopsis raciborskii CS-506	Cylindrospermopsis raciborskii CS-506	University of New South Wales	2522125119	4183928	3320
2548877000	Bacteria	Permanent Draft	Zavarzinella formosa DSM 19928	Zavarzinella formosa DSM 19928	Beijing Genomics Institute (BGI)	2548877000	9855884	8939
643886110	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Catenibacterium mitsuokai DSM 15897	Washington University in St. Louis	643886110	2671313	3052
2718218088	Bacteria	Finished	Marinilactibacillus sp. 15R Genome sequencing	Marinilactibacillus sp. 15R	Shanghai Ocean University	2718218088	2767908	2729
649633083	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Rubinisphaera brasiliensis DSM 5305	DOE Joint Genome Institute (JGI)	649633083	6006602	4865
649989983	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Phascolarctobacterium succinatutens YIT 12067	Washington University in St. Louis	649989983	2122261	2202
2574180449	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Sporacetigenium mesophilum DSM 16796	DOE Joint Genome Institute (JGI)	2574180449	2979819	3049
2551306108	Bacteria	Finished	Brevibacillus brevis X23	Brevibacillus brevis X23	Hunan Agricultural University	2551306108	6589487	6504
2519899603	Bacteria	Permanent Draft	Catellicoccus marimammalium M35/04/3	Catellicoccus marimammalium M35/04/3	Georgia Institute of Technology	2519899603	1285866	1248
646564521	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Clostridiales genomosp. BVAB3 UPII9-5	J. Craig Venter Institute (JCVI)	646564521	1810248	1579
651324017	Bacteria	Permanent Draft	Caldalkalibacillus thermarum TA2.A1	Caldalkalibacillus thermarum TA2.A1	Oak Ridge National Laboratory	651324017	2895463	3067
641380446	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Absiella dolichum DSM 3991	Washington University in St. Louis	641380446	2190453	2398
2582581265	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Caldanaerobius fijiensis DSM 17918	DOE Joint Genome Institute (JGI)	2582581265	2760766	2789
2600255149	Bacteria	Permanent Draft	Casaltella massiliensis genome project	Clostridiales bacterium 9400853	European Bioinformatics Institute	2600255149	2306488	2298
641736271	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Anaerotruncus colihominis DSM 17241	Washington University in St. Louis	641736271	3718888	4506
2511231134	Bacteria	Finished	Oscillibacter valericigenes Sjm18-20	Oscillibacter valericigenes Sjm18-20	National Institute of Technology and Evaluation	2511231134	4470622	4794
2506783061	Bacteria	Finished	Comparative genomics of Desulfosporosinus species - Insights into the evolution and genetic blueprints of sulfate-reducing bacteria involved in wetland carbon cycling and heavy metal bioremediation	Desulfosporosinus acidiphilus SJ4, DSM 22704	DOE Joint Genome Institute (JGI)	2506783061	4991181	4799
2582581325	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Fibrobacter intestinalis ATCC 43854	DOE Joint Genome Institute (JGI)	2582581325	3292368	2986
2568526009	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Carboxydocella sporoproducens DSM 16521	DOE Joint Genome Institute (JGI)	2568526009	2578924	2779
2639763170	Bacteria	Finished	Bacillus amyloliquefaciens L-H15 Genome sequencing	Bacillus amyloliquefaciens L-H15	China Agricultural University	2639763170	3905973	3867
646311953	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Sphaerobacter thermophilus 4ac11, DSM 20745	DOE Joint Genome Institute (JGI)	646311953	3993764	3585
2687453506	Bacteria	Finished	Deinococcus radiodurans R1 genome sequencing	Deinococcus radiodurans R1	Zhejiang University	2687453506	3344765	3277
2508501111	Bacteria	Finished	Chloroflexi, 7 species	Herpetosiphon aurantiacus DSM 785	DOE Joint Genome Institute (JGI)	2508501111	6785430	5654
2519103102	Bacteria	Finished	Thermoanaerobacterium saccharolyticum JW/SL-YS485	Thermoanaerobacterium saccharolyticum JW/SL-YS485, DSM 8691	Oak Ridge National Laboratory	2519103102	2879349	2910
2585427699	Bacteria	Permanent Draft	Fenollaria massiliensis 9401234 genome sequence	Fenollaria massiliensis 9401234	European Bioinformatics Institute	2585427699	1709611	1694
2636415546	Bacteria	Permanent Draft	Neosynechococcus sphagnicola CAUP A 1101	Neosynechococcus sphagnicola CAUP A 1101	Palacky University Olomouc	2636415546	4331368	4868
2571042347	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Soehngenia saccharolytica DSM 12858	DOE Joint Genome Institute (JGI)	2571042347	2002213	2029
649633102	Bacteria	Finished	DOEM_782007	Thermoanaerobacter brockii finnii Ako-1, DSM 3389	DOE Joint Genome Institute (JGI)	649633102	2344824	2407
2751185670	Bacteria	Finished	Novibacillus thermophilus SG-1 Genome sequencing	Novibacillus thermophilus SG-1	Guangdong Institute of Eco-Environmental and Soil Sciences	2751185670	3629225	3772
2770939622	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Anaerobacterium chartisolvens DSM 27016	DOE Joint Genome Institute (JGI)	2770939622	4927187	4344
2588253975	Bacteria	Permanent Draft	Clostridiaceae bacterium L21-TH-D2 Genome sequencing	Clostridiaceae bacterium L21-TH-D2	Leibniz Institute	2588253975	2788198	2735
2509276031	Bacteria	Finished	GEBA-PCC	Microcoleus sp. PCC 7113	DOE Joint Genome Institute (JGI)	2509276031	7966510	6822
2264867094	Bacteria	Permanent Draft	GEBA-MDM	PER bacterium JGI 0000068-E11 (contamination screened) (CrabSpa_001_255)	DOE Joint Genome Institute (JGI)	2264867094	501814	538
641522632	Bacteria	Finished	Heliobacterium modesticaldum Ice1	Heliobacterium modesticaldum Ice1	TGen, Arizona State University	641522632	3075407	3141
646311952	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Sebaldella termitidis ATCC 33386	DOE Joint Genome Institute (JGI)	646311952	4486650	4266
2504643006	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Marinithermus hydrothermalis T1, DSM 14884	DOE Joint Genome Institute (JGI)	2504643006	2269167	2310
2744054583	Bacteria	Permanent Draft	Domibacillus aminovorans genome sequencing	Domibacillus aminovorans DSM 1314	Bacterial Genomics and Evolution Laboratory, CSIR-Institute of Microbial Technology	2744054583	3731130	3929
2687453153	Bacteria	Finished	Peptoclostridium difficile strain:08ACD0030 Genome sequencing	Clostridioides difficile 08ACD0030	Canadian Science Centre for Human and Animal Health	2687453153	4167076	3850
2515154092	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Desulfurispora thermophila DSM 16022	DOE Joint Genome Institute (JGI)	2515154092	2823245	2815
2599185171	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Tepidimicrobium xylanilyticum DSM 23310	DOE Joint Genome Institute (JGI)	2599185171	3002518	3098
2636415511	Bacteria	Finished	Sneathia amnii genome sequencing	Sneathia amnii Sn35	Virginia Commonwealth University, Vaginal Human Microbiome Consortium	2636415511	1330224	1324
643886183	Bacteria	Permanent Draft	CSP_788492, Haloalkaliphilic sulfate-, thiosulfate- and sulfur-reducing bacteria	Dethiobacter alkaliphilus AHT1	DOE Joint Genome Institute (JGI)	643886183	3116746	3213
2737471615	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Desmospora activa DSM 45169	DOE Joint Genome Institute (JGI)	2737471615	3793187	3792
2579778963	Bacteria	Permanent Draft	Chrysiogenes arsenatis DSM 11915 Genome sequencing	Chrysiogenes arsenatis DSM 11915	University of California, Davis	2579778963	2824977	2593
2517487003	Bacteria	Finished	Comparative genomics of purinolytic clostridia	Gottschalkia acidurici 9a	Goettingen Genomics Laboratory	2517487003	3108248	2945
2571042001	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Pseudobacteroides cellulosolvens DSM 2933	DOE Joint Genome Institute (JGI)	2571042001	6630821	5640
2758568009	Bacteria	Finished	Genome sequencing and assembly of a defined mouse intestinal bacterial community	Blautia coccoides YL58	Max von Pettenkofer-Institute	2758568009	5128582	4830
2744054668	Bacteria	Permanent Draft	Phormidium willei BDU 130791 genome sequencing	Phormidium willei BDU 130791	Bharathidasan University	2744054668	4600567	4139
2503982035	Bacteria	Finished	GEBA-PCC	Oscillatoria nigro-viridis PCC 7112	DOE Joint Genome Institute (JGI)	2503982035	8272254	7006
2561511072	Bacteria	Permanent Draft	Genomic analysis of novel thermophilic aerobic CO-oxidizing bacteria derived from a unique biofilm community	Thermogemmatispora carboxidivorans PM5	DOE Joint Genome Institute (JGI)	2561511072	5607959	4462
2671180221	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Pelagirhabdus alkalitolerans S5	DOE Joint Genome Institute (JGI)	2671180221	2527601	2491
2721755756	Bacteria	Finished	Genome sequencing of bacterial species from a Stable Defined Moderately Diverse Mouse Microbiota for colonizing germ-free mice with defined microbiota.	Erysipelotrichaceae bacterium I46	University of Berne	2721755756	4468295	4482
647000218	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bulleidia extructa W1219	J. Craig Venter Institute (JCVI)	647000218	1419583	1461
2508501069	Bacteria	Finished	Sequencing of five diverse xylan degraders	Thermobacillus composti KWC4, DSM 18247	DOE Joint Genome Institute (JGI)	2508501069	4355525	4120
2508501011	Bacteria	Finished	GEBA-PCC	Cyanobium gracile PCC 6307	DOE Joint Genome Institute (JGI)	2508501011	3342364	3439
2523533538	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Bavariicoccus seileri WCC 4188, DSM 19936	DOE Joint Genome Institute (JGI)	2523533538	2244485	2196
2770939515	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Falsibacillus pallidus DSM 25281	DOE Joint Genome Institute (JGI)	2770939515	3865655	4084
2744054991	Bacteria	Finished	Faecalibaculum rodentium ALO17	Faecalibaculum rodentium ALO17	Korea Advanced Institute of Science and Technology	2744054991	2542486	2519
2684623219	Bacteria	Finished	Planctomycetales Genome sequencing and assembly	Planctomyces sp. SH-PL14	Netherlands Institute of Ecology	2684623219	8442773	6604
2585428153	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Lutispora thermophila DSM 19022	DOE Joint Genome Institute (JGI)	2585428153	3583033	3516
2757320862	Bacteria	Finished	Genome sequencing of Negativicoccus massiliensis AT7	Negativicoccus massiliensis AT7	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2757320862	1360589	1360
2713896943	Bacteria	Permanent Draft	Genome of Aphanizomenon ovalisporum	Chrysosporum ovalisporum UAM-MAO	Era7 bioinformatics	2713896943	4813075	4454
2512875015	Bacteria	Permanent Draft	CSP_300167_797049	Saccharibacillus sacchari DSM 19268	DOE Joint Genome Institute (JGI)	2512875015	6075237	5379
2264867162	Bacteria	Permanent Draft	GEBA-MDM	Candidatus Omnitrophus fodinae SCGC AAA011-A17 (contamination screened) (Dusel_001_263)	DOE Joint Genome Institute (JGI)	2264867162	2037078	1798
2597489884	Bacteria	Finished	Oenococcus kitaharae DSM 17330	Oenococcus kitaharae NRIC 0645, DSM 17330	The Australian Wine Research Institute	2597489884	1842138	1880
2513237274	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Johnsonella ignava ATCC 51276	Broad Institute	2513237274	2672404	2359
2516493021	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Thermicanus aegyptius DSM 12793	DOE Joint Genome Institute (JGI)	2516493021	3657623	3667
2617271247	Bacteria	Permanent Draft	Tolypothrix bouteillei Iicb1 Genome sequencing	Tolypothrix bouteillei Iicb1	Indian Institute of Chemical Biology	2617271247	11572263	9623
2617270835	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Salimicrobium album DSM 20748	DOE Joint Genome Institute (JGI)	2617270835	2629725	2742
637000080	Bacteria	Finished	Clostridium tetani Massachusetts E88	Clostridium tetani Massachusetts E88	University of Gottingen	637000080	2873333	2565
2770939606	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Pelolinea submarina DSM 23923	DOE Joint Genome Institute (JGI)	2770939606	3519570	3156
650377990	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Anaerostipes hadrus SSC/2	Wellcome Trust Sanger Institute	650377990	3114788	2826
2264867004	Bacteria	Permanent Draft	GEBA-MDM	Parcubacteria bacterium SCGC AAA255-P19 (contamination screened) (SAK_001_138)	DOE Joint Genome Institute (JGI)	2264867004	553464	602
637000060	Bacteria	Finished	Carboxydothermus hydrogenoformans Z-2901	Carboxydothermus hydrogenoformans Z-2901	J. Craig Venter Institute (JCVI)	637000060	2401520	2738
2651869644	Bacteria	Permanent Draft	Ardenticatena maritima strain:110S Genome sequencing	Ardenticatena maritima 110S	California Institute of Technology	2651869644	3559695	3081
2518645625	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Effusibacillus pohliae DSM 22757	DOE Joint Genome Institute (JGI)	2518645625	3365550	3629
2524023186	Bacteria	Permanent Draft	Rubidibacter lacunae KORDI-51	Rubidibacter lacunae KORDI 51-2 (k51_img_annotated_130412)	Korea Institute of Ocean Science and Technology (KIOST)	2524023186	4153658	3507
641736268	Bacteria	Permanent Draft	Gemmata obscuriglobus UQM 2246	Gemmata obscuriglobus UQM 2246	J. Craig Venter Institute (JCVI)	641736268	9161841	8086
2561511149	Bacteria	Finished	Phycisphaera mikurensis FYK2301M01	Phycisphaera mikurensis NBRC 102666	National Institute of Technology and Evaluation	2561511149	3884382	3335
2597490147	Bacteria	Finished	Geobacillus stearothermophilus NUB3621 Genome sequencing	Parageobacillus genomosp. 1 NUB3621	Emory University	2597490147	3622285	3739
2651869947	Bacteria	Permanent Draft	Tissierella creatinophila KRE4	Tissierella creatinophila KRE4 (TICR)	Goettingen Genomics Laboratory	2651869947	2530461	2592
2630968691	Bacteria	Permanent Draft	Thermoactinomycetaceae bacterium GD1	Thermoactinomycetaceae bacterium GD1	European Bioinformatics Institute	2630968691	3420927	3566
2599185206	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Proteiniborus ethanoligenes DSM 21650	DOE Joint Genome Institute (JGI)	2599185206	3161504	3025
647000303	Bacteria	Permanent Draft	Raphidiopsis brookii D9	Raphidiopsis brookii D9	Leibniz Institute	647000303	3186511	3057
641736193	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Anaerofustis stercorihominis DSM 17244	Washington University in St. Louis	641736193	2284603	2381
2509276056	Bacteria	Finished	GEBA-PCC	Dactylococcopsis salina PCC 8305	DOE Joint Genome Institute (JGI)	2509276056	3781008	3685
2619619208	Bacteria	Permanent Draft	Assemblies from Premature infant gut Metagenome - UC Berkeley	Intestinibacter bartlettii DORA_8_9	University of California, Berkeley	2619619208	2176530	2099
2721755494	Bacteria	Finished	Microcystis aeruginosa NIES-2481 Genome sequencing	Microcystis aeruginosa NIES-2481	National Institute for Environmental Studies	2721755494	4293006	4067
2751185673	Bacteria	Finished	Genome sequencing of Planctomycetes bacterium NH11	Planctomycetes bacterium NH11	Microorganisms, Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures	2751185673	8920478	6717
650716050	Bacteria	Finished	Melissococcus plutonius ATCC 35311	Melissococcus plutonius ATCC 35311	ANRT	650716050	2068732	1958
649633044	Bacteria	Finished	Eubacterium limosum KIST612	Eubacterium limosum KIST612	Korean Univ	649633044	4276902	4583
2561511080	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Proteiniclasticum ruminis DSM 24773	DOE Joint Genome Institute (JGI)	2561511080	3118301	2939
649633101	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermaerobacter marianensis 7p75a, DSM 12885	DOE Joint Genome Institute (JGI)	649633101	2844696	2435
2770939553	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Alkalibaculum bacchi DSM 22112	DOE Joint Genome Institute (JGI)	2770939553	3098941	2947
2585428174	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Hathewaya proteolytica DSM 3090	DOE Joint Genome Institute (JGI)	2585428174	2818024	2759
2518285549	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Allofustis seminis DSM 15817	DOE Joint Genome Institute (JGI)	2518285549	1441290	1478
2602041616	Bacteria	Permanent Draft	Draft genome sequencing of Oscillospiraceae bacterium VE202-24	Oscillospiraceae bacterium VE202-24	University of Tokyo	2602041616	3234547	3892
2751185561	Bacteria	Finished	Ezakiella massiliensis genome	Ezakiella massiliensis Marseille-P2951	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2751185561	1741785	1662
2627853647	Bacteria	Permanent Draft	Hassallia byssoidea VB512170 Genome sequencing	Hassallia byssoidea VB512170	Indian Institute of Chemical Biology	2627853647	13096531	12364
2513237357	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Helcococcus kunzii ATCC 51366	Broad Institute	2513237357	2083191	1920
649633033	Bacteria	Finished	Acetoanaerobium sticklandii DSM 519	Acetoanaerobium sticklandii DSM 519	CEA Genoscope	649633033	2715461	2688
2706794923	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Anoxynatronum buryatiense Su22	DOE Joint Genome Institute (JGI)	2706794923	4163741	3719
2718217854	Bacteria	Finished	Moorea producens PAL 15AUG08-1 Genome sequencing	Moorea producens PAL-8-15-08-1	University of San Diego	2718217854	9708656	7441
2654588123	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Succiniclasticum ruminis DSM 9236	DOE Joint Genome Institute (JGI)	2654588123	2539887	2360
2585428081	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Sporanaerobacter acetigenes DSM 13106	DOE Joint Genome Institute (JGI)	2585428081	2912784	2901
2675903597	Bacteria	Permanent Draft	Hydrogenibacillus schlegelii strain:DSM 2000 Genome sequencing	Hydrogenibacillus schlegelii DSM 2000	Harvard Medical School	2675903597	2572113	2640
2634166349	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Asaccharospora irregularis DSM 2635	DOE Joint Genome Institute (JGI)	2634166349	2622699	2610
2767802297	Bacteria	Finished	Genome sequencing of bacterial type strains from NCTC culture collection	Streptococcus acidominimus NCTC 11291	Wellcome Trust Sanger Institute	2767802297	2330811	2486
2751185799	Bacteria	Finished	Desulfotomaculum ferrireducens GSS09 Genome sequencing	Desulfotomaculum ferrireducens GSS09	Guangdong Institute of Eco-Environmental Science & Technology	2751185799	3240180	3255
2264867074	Bacteria	Permanent Draft	GEBA-MDM	Fervidibacteria bacterium JGI 0000001-B9 (contamination screened) (GBS-A_001_114)	DOE Joint Genome Institute (JGI)	2264867074	811947	859
2540341237	Bacteria	Permanent Draft	Sequencing Genomes of Environmentally Important Thermophiles in Great Basin hot springs: Thermocrinis ruber, three members of the genus Thermus, and a novel Chloroflexi	Kallotenue papyrolyticum JKG1	DOE Joint Genome Institute (JGI)	2540341237	4475263	4010
2537561938	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Eggerthia catenaformis OT 569	Broad Institute	2537561938	1935589	1952
2264867242	Bacteria	Permanent Draft	GEBA-MDM	Marinimicrobia bacterium SCGC AAA160-I06 (contamination screened)	DOE Joint Genome Institute (JGI)	2264867242	884929	1007
2767802765	Bacteria	Finished	Hapalosiphon sp. MRB220	Hapalosiphon sp. MRB220 - Xanthomonadaceae spp. co-culture	Singapore Centre on Environmental Life Sciences Engineering (SCELSE)	2767802765	7429720	6406
2636415956	Bacteria	Permanent Draft	Haloalkaliphilic bacterium ACht6-1 genome sequencing	Haloalkaliphilic bacterium ACht6-1	Russian Academy of Science, Centre Bioengineering	2636415956	4433639	3807
